+-------+-----+------+-----+-----+-----+--------+------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+---------------+-----------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                URI                 |  MIN   |  MAX   |   SUM   |  AVG   |   P1   |  P50   |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
|   220 |   0 |  220 |   0 |   0 |   0 | POST   | /api/livestream/[0-9]+/reaction    |  0.004 |  0.664 |  33.576 |  0.153 |  0.008 |  0.116 |  0.188 |  0.102 |  1319.000 |   1600.000 |    318342.000 |  1447.009 |
|   210 |   0 |  210 |   0 |   0 |   0 | POST   | /api/icon                          |  0.012 |  0.804 |  26.504 |  0.126 |  0.056 |  0.060 |  0.104 |  0.088 |     8.000 |     10.000 |      1992.000 |     9.486 |
|   218 |   0 |  216 |   0 |   2 |   0 | POST   | /api/login                         |  0.004 |  0.504 |  19.092 |  0.088 |  0.000 |  0.136 |  0.180 |  0.089 |     0.000 |     54.000 |       108.000 |     0.495 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/initialize                    | 15.088 | 15.088 |  15.088 | 15.088 | 15.088 | 15.088 | 15.088 |  0.000 |    19.000 |     19.000 |        19.000 |    19.000 |
|    72 |   0 |   72 |   0 |   0 |   0 | GET    | /api/livestream                    |  0.012 |  0.668 |  11.528 |  0.160 |  0.028 |  0.168 |  0.184 |  0.128 |     2.000 |  17608.000 |     92779.000 |  1288.597 |
|     2 |   0 |    2 |   0 |   0 |   0 | GET    | /api/livestream/[0-9]+/statistics  |  4.304 |  4.352 |   8.656 |  4.328 |  4.352 |  4.352 |  4.352 |  0.024 |    78.000 |     80.000 |       158.000 |    79.000 |
|    74 |   0 |   74 |   0 |   0 |   0 | GET    | /api/tag                           |  0.004 |  0.780 |   8.476 |  0.115 |  0.000 |  0.548 |  0.140 |  0.141 |  3384.000 |   3384.000 |    250416.000 |  3384.000 |
|    39 |   0 |   39 |   0 |   0 |   0 | GET    | /api/livestream/[0-9]+/report      |  0.008 |  0.836 |   4.928 |  0.126 |  0.000 |  0.028 |  0.136 |  0.169 |     2.000 |  13993.000 |     46060.000 |  1181.026 |
|    31 |   0 |   31 |   0 |   0 |   0 | GET    | /api/livestream/[0-9]+/ngwords     |  0.008 |  0.232 |   3.716 |  0.120 |  0.008 |  0.080 |  0.128 |  0.048 |     2.000 |     93.000 |       153.000 |     4.935 |
|    25 |   0 |   25 |   0 |   0 |   0 | POST   | /api/livestream/[0-9]+/enter       |  0.004 |  0.192 |   1.372 |  0.055 |  0.004 |  0.120 |  0.080 |  0.052 |     0.000 |      0.000 |         0.000 |     0.000 |
|    16 |   0 |   16 |   0 |   0 |   0 | DELETE | /api/livestream/[0-9]+/exit        |  0.004 |  0.300 |   1.368 |  0.086 |  0.004 |  0.036 |  0.112 |  0.075 |     0.000 |      0.000 |         0.000 |     0.000 |
|     5 |   0 |    5 |   0 |   0 |   0 | GET    | /api/user/[a-zA-Z0-9]+/theme       |  0.004 |  0.116 |   0.264 |  0.053 |  0.004 |  0.056 |  0.060 |  0.038 |    28.000 |     28.000 |       140.000 |    28.000 |
|     3 |   0 |    3 |   0 |   0 |   0 | GET    | /api/user/me                       |  0.004 |  0.004 |   0.004 |  0.001 |  0.000 |  0.000 |  0.000 |  0.002 |   194.000 |    206.000 |       606.000 |   202.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | GET    | /api/livestream/[0-9]+$            |  0.004 |  0.004 |   0.004 |  0.004 |  0.004 |  0.004 |  0.004 |  0.000 |  1080.000 |   1080.000 |      1080.000 |  1080.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | GET    | /api/user/test                     |  0.000 |  0.000 |   0.000 |  0.000 |  0.000 |  0.000 |  0.000 |  0.000 |   194.000 |    194.000 |       194.000 |   194.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | GET    | /api/payment                       |  0.000 |  0.000 |   0.000 |  0.000 |  0.000 |  0.000 |  0.000 |  0.000 |    15.000 |     15.000 |        15.000 |    15.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | GET    | /                                  |  0.000 |  0.000 |   0.000 |  0.000 |  0.000 |  0.000 |  0.000 |  0.000 |   612.000 |    612.000 |       612.000 |   612.000 |
+-------+-----+------+-----+-----+-----+--------+------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+---------------+-----------+
