+-------+-----+------+-------+-----+-----+--------+---------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+-----------+
| COUNT | 1XX | 2XX  |  3XX  | 4XX | 5XX | METHOD |                  URI                  |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/atsushi410/livestream       | 0.052 | 0.052 | 0.052   | 0.052 | 0.052 | 0.052 | 0.052 | 0.000  | 8456.000  | 8456.000   | 8456.000     | 8456.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/kanasasaki0/livestream      | 0.048 | 0.048 | 0.048   | 0.048 | 0.048 | 0.048 | 0.048 | 0.000  | 7422.000  | 7422.000   | 7422.000     | 7422.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/satomigoto0/livestream      | 0.044 | 0.044 | 0.044   | 0.044 | 0.044 | 0.044 | 0.044 | 0.000  | 7684.000  | 7684.000   | 7684.000     | 7684.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/yamamotoyoichi0/livestream  | 0.040 | 0.040 | 0.040   | 0.040 | 0.040 | 0.040 | 0.040 | 0.000  | 7594.000  | 7594.000   | 7594.000     | 7594.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/atanaka0/livestream         | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 5548.000  | 5548.000   | 5548.000     | 5548.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/yamazakikyosuke0/livestream | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 5652.000  | 5652.000   | 5652.000     | 5652.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/user/test                        | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 194.000   | 194.000    | 194.000      | 194.000   |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/livestream/[0-9]+$               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 1078.000  | 1078.000   | 1078.000     | 1078.000  |
| 1     | 0   | 1    | 0     | 0   | 0   | GET    | /api/payment                          | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 15.000    | 15.000     | 15.000       | 15.000    |
| 3     | 0   | 3    | 0     | 0   | 0   | GET    | /api/user/me                          | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 194.000   | 206.000    | 606.000      | 202.000   |
+-------+-----+------+-------+-----+-----+--------+---------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+-----------+
