+-------+-----+------+-------+-----+-----+--------+---------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+-----------+
| COUNT | 1XX | 2XX  |  3XX  | 4XX | 5XX | METHOD |                  URI                  |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY) |
|   532 |   0 |  526 |     0 |   0 |   6 | POST   | /api/icon                             | 0.004 | 0.076 |   9.796 | 0.018 | 0.012 | 0.032 | 0.016 |  0.009 |     8.000 |    134.000 |     5957.000 |    11.197 |
|   488 |   0 |  486 |     0 |   2 |   0 | POST   | /api/login                            | 0.004 | 0.036 |   6.448 | 0.013 | 0.000 | 0.016 | 0.020 |  0.006 |     0.000 |     54.000 |      108.000 |     0.221 |
|   329 |   0 |  329 |     0 |   0 |   0 | GET    | /api/livestream                       | 0.004 | 0.064 |   5.484 | 0.017 | 0.004 | 0.012 | 0.004 |  0.011 |     2.000 |  17620.000 |  1038254.000 |  3155.787 |
|   209 |   0 |  209 |     0 |   0 |   0 | DELETE | /api/livestream/[0-9]+/exit           | 0.004 | 0.068 |   2.436 | 0.012 | 0.004 | 0.004 | 0.012 |  0.007 |     0.000 |      0.000 |        0.000 |     0.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | POST   | /api/initialize                       | 2.392 | 2.392 |   2.392 | 2.392 | 2.392 | 2.392 | 2.392 |  0.000 |    19.000 |     19.000 |       19.000 |    19.000 |
|   220 |   0 |  220 |     0 |   0 |   0 | POST   | /api/livestream/[0-9]+/enter          | 0.004 | 0.028 |   2.284 | 0.010 | 0.000 | 0.012 | 0.016 |  0.006 |     0.000 |      0.000 |        0.000 |     0.000 |
|    27 |   0 |   20 |     0 |   0 |   7 | GET    | /api/user/[a-zA-Z0-9]+/statistics     | 0.012 | 0.100 |   1.836 | 0.068 | 0.020 | 0.068 | 0.052 |  0.020 |   107.000 |    137.000 |     3123.000 |   115.667 |
|    14 |   0 |   14 |     0 |   0 |   0 | GET    | /api/livestream/[0-9]+/statistics     | 0.020 | 0.180 |   1.748 | 0.125 | 0.044 | 0.160 | 0.140 |  0.045 |    78.000 |     82.000 |     1131.000 |    80.786 |
|   685 |   0 |  685 |     0 |   0 |   0 | GET    | /api/tag                              | 0.000 | 0.016 |   1.396 | 0.002 | 0.000 | 0.004 | 0.004 |  0.003 |  3384.000 |   3384.000 |  2318040.000 |  3384.000 |
|    26 |   0 |   26 |     0 |   0 |   0 | GET    | /api/user/[a-zA-Z0-9]+/theme          | 0.004 | 0.028 |   0.304 | 0.012 | 0.000 | 0.020 | 0.004 |  0.007 |    28.000 |     28.000 |      728.000 |    28.000 |
|     3 |   0 |    3 |     0 |   0 |   0 | GET    | /api/user/kazuya580/livestream        | 0.020 | 0.040 |   0.096 | 0.032 | 0.036 | 0.036 | 0.020 |  0.009 |  7545.000 |  13329.000 |    32305.000 | 10768.333 |
|     3 |   0 |    3 |     0 |   0 |   0 | GET    | /api/user/iyamamoto1/livestream       | 0.028 | 0.032 |   0.092 | 0.031 | 0.032 | 0.032 | 0.028 |  0.002 |  4663.000 |   9394.000 |    21571.000 |  7190.333 |
|     3 |   0 |    3 |     0 |   0 |   0 | GET    | /api/user/reisakamoto0/livestream     | 0.016 | 0.036 |   0.088 | 0.029 | 0.016 | 0.016 | 0.036 |  0.009 |  5775.000 |  12465.000 |    30705.000 | 10235.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/mikimatsuda0/livestream     | 0.064 | 0.064 |   0.064 | 0.064 | 0.064 | 0.064 | 0.064 |  0.000 | 12516.000 |  12516.000 |    12516.000 | 12516.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/yuitakahashi0/livestream    | 0.036 | 0.036 |   0.036 | 0.036 | 0.036 | 0.036 | 0.036 |  0.000 |  9605.000 |   9605.000 |     9605.000 |  9605.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/wito0/livestream            | 0.036 | 0.036 |   0.036 | 0.036 | 0.036 | 0.036 | 0.036 |  0.000 |  7509.000 |   7509.000 |     7509.000 |  7509.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/nakamuraryohei0/livestream  | 0.032 | 0.032 |   0.032 | 0.032 | 0.032 | 0.032 | 0.032 |  0.000 |  4957.000 |   4957.000 |     4957.000 |  4957.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/atanaka0/livestream         | 0.028 | 0.028 |   0.028 | 0.028 | 0.028 | 0.028 | 0.028 |  0.000 |  4766.000 |   4766.000 |     4766.000 |  4766.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/satomikobayashi0/livestream | 0.028 | 0.028 |   0.028 | 0.028 | 0.028 | 0.028 | 0.028 |  0.000 |  7783.000 |   7783.000 |     7783.000 |  7783.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/yamamotomai0/livestream     | 0.028 | 0.028 |   0.028 | 0.028 | 0.028 | 0.028 | 0.028 |  0.000 |  5734.000 |   5734.000 |     5734.000 |  5734.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/satomiishii0/livestream     | 0.028 | 0.028 |   0.028 | 0.028 | 0.028 | 0.028 | 0.028 |  0.000 |  6666.000 |   6666.000 |     6666.000 |  6666.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/csasaki0/livestream         | 0.024 | 0.024 |   0.024 | 0.024 | 0.024 | 0.024 | 0.024 |  0.000 |  4702.000 |   4702.000 |     4702.000 |  4702.000 |
|     3 |   0 |    3 |     0 |   0 |   0 | GET    | /api/user/me                          | 0.000 | 0.004 |   0.008 | 0.003 | 0.004 | 0.004 | 0.004 |  0.002 |   194.000 |    206.000 |      606.000 |   202.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/payment                          | 0.008 | 0.008 |   0.008 | 0.008 | 0.008 | 0.008 | 0.008 |  0.000 |    15.000 |     15.000 |       15.000 |    15.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/test                        | 0.000 | 0.000 |   0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |   194.000 |    194.000 |      194.000 |   194.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/livestream/[0-9]+$               | 0.000 | 0.000 |   0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |  1084.000 |   1084.000 |     1084.000 |  1084.000 |
+-------+-----+------+-------+-----+-----+--------+---------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+-----------+
