+-------+-----+------+-------+-----+-----+--------+---------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+-----------+
| COUNT | 1XX | 2XX  |  3XX  | 4XX | 5XX | METHOD |                  URI                  |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY) |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/mikimatsuda0/livestream     | 0.044 | 0.044 |   0.044 | 0.044 | 0.044 | 0.044 | 0.044 |  0.000 | 14419.000 |  14419.000 |    14419.000 | 14419.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/ghasegawa0/livestream       | 0.036 | 0.036 |   0.036 | 0.036 | 0.036 | 0.036 | 0.036 |  0.000 |  5697.000 |   5697.000 |     5697.000 |  5697.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/hiroshisakamoto0/livestream | 0.032 | 0.032 |   0.032 | 0.032 | 0.032 | 0.032 | 0.032 |  0.000 |  5689.000 |   5689.000 |     5689.000 |  5689.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/maiokamoto0/livestream      | 0.032 | 0.032 |   0.032 | 0.032 | 0.032 | 0.032 | 0.032 |  0.000 |  4905.000 |   4905.000 |     4905.000 |  4905.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/yamazakikyosuke0/livestream | 0.028 | 0.028 |   0.028 | 0.028 | 0.028 | 0.028 | 0.028 |  0.000 |  6701.000 |   6701.000 |     6701.000 |  6701.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/yamamotomai0/livestream     | 0.024 | 0.024 |   0.024 | 0.024 | 0.024 | 0.024 | 0.024 |  0.000 |  6636.000 |   6636.000 |     6636.000 |  6636.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/payment                          | 0.008 | 0.008 |   0.008 | 0.008 | 0.008 | 0.008 | 0.008 |  0.000 |    15.000 |     15.000 |       15.000 |    15.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/user/test                        | 0.004 | 0.004 |   0.004 | 0.004 | 0.004 | 0.004 | 0.004 |  0.000 |   194.000 |    194.000 |      194.000 |   194.000 |
|     1 |   0 |    1 |     0 |   0 |   0 | GET    | /api/livestream/[0-9]+$               | 0.004 | 0.004 |   0.004 | 0.004 | 0.004 | 0.004 | 0.004 |  0.000 |  1062.000 |   1062.000 |     1062.000 |  1062.000 |
|     3 |   0 |    3 |     0 |   0 |   0 | GET    | /api/user/me                          | 0.000 | 0.000 |   0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |   194.000 |    206.000 |      606.000 |   202.000 |
+-------+-----+------+-------+-----+-----+--------+---------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+-----------+
